android.util.Log->e,72.69425343811395
android.util.Log->i,60.779223968565816
org.apache.http.message.BasicNameValuePair-><init>,48.9705304518664
android.app.Activity->finish,42.22642436149312
android.content.Intent-><init>,25.025049115913557
android.content.Intent->putExtra,24.68909626719057
android.widget.RelativeLayout->addView,18.678781925343813
android.app.Activity->findViewById,18.094056974459725
android.content.SharedPreferences->edit,18.093811394891944
android.content.Context->getSharedPreferences,17.559430255402752
android.content.Intent->getStringExtra,16.095039292730846
android.content.Context->getSystemService,14.781188605108055
android.content.Context->getPackageManager,14.421660117878192
android.content.SharedPreferences->getString,13.838408644400786
android.widget.LinearLayout->addView,13.69032416502947
android.content.Context->getPackageName,13.621561886051081
android.webkit.WebView->getSettings,11.758840864440078
android.widget.TextView->setText,11.665275049115914
android.content.SharedPreferences->getBoolean,11.417485265225933
android.widget.Button->setOnClickListener,10.06753438113949
android.util.Log->w,10.00712180746562
android.widget.Button->setText,9.708497053045187
android.util.Log->d,9.514734774066797
android.net.Uri->parse,9.345284872298624
android.os.Handler-><init>,9.25638506876228
android.app.Activity->getWindow,9.212671905697446
android.content.res.Resources->getDisplayMetrics,8.69081532416503
android.app.Activity->startActivity,8.667485265225933
android.webkit.WebView-><init>,8.503438113948919
java.io.PrintStream->println,8.347986247544204
android.content.Context->checkCallingOrSelfPermission,8.285854616895874
android.app.Activity->onCreate,8.158153241650295
android.view.ContextThemeWrapper->getResources,7.93443025540275
android.content.SharedPreferences->contains,7.780206286836935
android.content.Context->getResources,7.277750491159136
android.database.Cursor->getString,6.720530451866405
android.widget.LinearLayout-><init>,6.719056974459725
android.widget.RelativeLayout-><init>,6.718565815324165
android.webkit.WebView->setWebViewClient,6.676080550098232
android.widget.Button-><init>,6.590127701375246
android.database.Cursor->close,6.534135559921414
android.app.Activity-><init>,6.486738703339882
android.text.TextUtils->isEmpty,6.4305009823182715
java.security.MessageDigest->getInstance,6.352161100196463
java.security.MessageDigest->digest,6.352161100196463
android.webkit.WebViewClient-><init>,6.342337917485265
android.app.Dialog->dismiss,6.324165029469548
java.security.MessageDigest->update,6.258104125736739
android.app.Activity->requestWindowFeature,6.2281434184675835
java.io.File-><init>,6.1900785854616895
android.view.ContextThemeWrapper->getSharedPreferences,6.174361493123772
java.io.InputStream->close,6.116404715127701
android.os.Handler->post,6.102897838899803
android.webkit.WebView->setWebChromeClient,6.018418467583497
android.webkit.WebChromeClient-><init>,5.93737721021611
android.app.Activity->setContentView,5.923870333988212
android.os.Handler->postDelayed,5.879666011787819
android.content.Intent->addFlags,5.856827111984283
android.content.ContextWrapper->getApplicationContext,5.756630648330059
android.view.Window->setFlags,5.707269155206287
android.widget.Button->setLayoutParams,5.641208251473477
android.webkit.WebSettings->setJavaScriptEnabled,5.501964636542239
android.widget.LinearLayout->setLayoutParams,5.418713163064833
android.widget.Button->setTextColor,5.389980353634577
android.widget.RelativeLayout->setLayoutParams,5.350933202357564
android.widget.RelativeLayout->getContext,5.234037328094303
android.app.ProgressDialog->dismiss,5.234037328094303
android.content.Context->getApplicationContext,5.1947445972495085
android.webkit.WebView->loadUrl,5.144155206286837
android.webkit.WebView->setScrollBarStyle,5.110265225933202
android.view.ContextThemeWrapper->getApplicationContext,5.107563850687622
android.widget.Button->setTypeface,4.955795677799607
android.content.Intent->getAction,4.904223968565815
android.widget.ImageButton->setBackgroundResource,4.880648330058939
android.widget.Button->setId,4.850933202357564
android.content.ContentValues->put,4.849950884086444
android.widget.LinearLayout->setOrientation,4.788555992141454
java.io.IOException-><init>,4.726669941060904
android.graphics.Color->parseColor,4.68614931237721
android.widget.TextView-><init>,4.678290766208251
android.content.pm.PackageManager->checkPermission,4.560658153241651
android.content.SharedPreferences->getLong,4.555009823182711
android.content.Intent->setAction,4.551817288801572
android.widget.AbsoluteLayout->setHorizontalScrollBarEnabled,4.2333005893909625
android.widget.TextView->setTextColor,4.230108055009823
java.lang.reflect.Method->invoke,4.18811394891945
android.widget.AbsoluteLayout->setVerticalScrollBarEnabled,4.179273084479371
android.content.Context->getContentResolver,4.030943025540275
android.database.Cursor->getLong,3.9538310412573674
android.app.Activity->onDestroy,3.8091846758349703
android.app.Activity->getSystemService,3.769400785854617
android.widget.Button->setEnabled,3.7487721021611002
android.app.Activity->setRequestedOrientation,3.731090373280943
android.app.Activity->onPause,3.704813359528487
android.content.DialogInterface->dismiss,3.6989194499017684
java.io.File->exists,3.6097740667976423
android.net.ConnectivityManager->getActiveNetworkInfo,3.5852161100196462
android.database.Cursor->moveToNext,3.5601669941060905
android.app.Dialog-><init>,3.489685658153242
android.webkit.WebView->setLayoutParams,3.4850196463654224
android.view.WindowManager->getDefaultDisplay,3.4766699410609037
android.app.Dialog->setContentView,3.4145383104125737
android.webkit.WebView->setBackgroundColor,3.3953831041257367
android.app.Dialog->getWindow,3.3931728880157173
android.widget.ImageView-><init>,3.225687622789784
android.app.Dialog->requestWindowFeature,3.143909626719057
android.content.SharedPreferences->getInt,3.1281925343811396
android.content.Intent->setFlags,3.1119842829076623
android.content.Context->startActivity,3.105353634577603
android.webkit.WebView->destroy,3.104371316306483
java.io.File->getPath,3.0785854616895874
android.database.sqlite.SQLiteStatement->bindString,3.0665520628683693
android.widget.ImageView->setVisibility,3.043222003929273
android.webkit.WebView->addJavascriptInterface,3.013752455795678
java.io.IOException->printStackTrace,2.989440078585462
android.widget.TextView->setLayoutParams,2.9798624754420433
android.content.Context->getFilesDir,2.9798624754420433
android.widget.AbsoluteLayout->getContext,2.9764243614931236
android.app.Dialog->setCancelable,2.9653732809430253
android.content.pm.PackageManager->getApplicationInfo,2.950884086444008
android.app.Dialog->setOnCancelListener,2.9329567779960706
android.os.Bundle->get,2.9209233791748526
android.app.Dialog->setCanceledOnTouchOutside,2.893418467583497
android.widget.VideoView->stopPlayback,2.8833497053045187
java.io.InputStream->read,2.869842829076621
android.webkit.WebView->stopLoading,2.8533889980353635
android.app.ProgressDialog->show,2.819007858546169
android.content.BroadcastReceiver-><init>,2.7961689587426326
android.webkit.CookieSyncManager->getInstance,2.770628683693517
android.widget.FrameLayout->getContext,2.757121807465619
android.net.NetworkInfo->isConnected,2.7350196463654224
android.location.LocationManager->getBestProvider,2.707023575638507
android.media.AudioManager->setStreamMute,2.693271119842829
android.location.Criteria->setAccuracy,2.6915520628683693
java.security.NoSuchAlgorithmException->printStackTrace,2.6345776031434185
android.app.AlertDialog->dismiss,2.632367387033399
android.widget.ImageButton->setOnClickListener,2.630648330058939
android.util.Log->v,2.6085461689587426
android.view.ContextThemeWrapper->getString,2.56188605108055
android.widget.TextView->setId,2.541502946954813
android.widget.LinearLayout->findViewById,2.5392927308447937
java.io.FileOutputStream->close,2.5029469548133596
android.webkit.WebSettings->setCacheMode,2.468074656188605
android.widget.AbsoluteLayout->removeAllViews,2.467092337917485
android.content.pm.PackageManager->getPackageInfo,2.444253438113949
android.app.Service->stopSelf,2.412819253438114
org.apache.http.HttpResponse->getStatusLine,2.398821218074656
android.database.Cursor->getColumnIndex,2.3973477406679766
android.view.MotionEvent->getAction,2.3784381139489192
android.widget.Button->setVisibility,2.3580550098231825
android.database.sqlite.SQLiteDatabase->rawQuery,2.356090373280943
android.location.Location->getLongitude,2.31311394891945
android.os.Environment->getExternalStorageState,2.2964145383104126
android.graphics.drawable.ColorDrawable-><init>,2.2964145383104126
android.location.Location->getLatitude,2.2956777996070725
android.view.View->getId,2.291502946954813
org.apache.http.impl.client.DefaultHttpClient-><init>,2.2851178781925343
android.widget.ViewFlipper->getContext,2.2784872298624754
java.io.File->getAbsolutePath,2.2772593320235757
android.app.Activity->startActivityForResult,2.274803536345776
android.content.pm.PackageManager->queryIntentActivities,2.2730844793713163
android.view.animation.TranslateAnimation-><init>,2.2647347740667976
android.widget.TextView->setTextAppearance,2.260314341846758
android.os.Bundle->getString,2.2509823182711197
android.database.sqlite.SQLiteDatabase->compileStatement,2.2460707269155207
android.widget.Toast->show,2.2355108055009825
android.widget.ImageView->setImageBitmap,2.232563850687623
android.widget.Toast->makeText,2.2296168958742633
android.database.Cursor->moveToFirst,2.2271611001964637
java.io.BufferedReader->readLine,2.2195481335952847
android.telephony.TelephonyManager->getDeviceId,2.201129666011788
