dowgin,1479,201206-201312,1523,201312-201403,0.3733499205197318,1840,12629,3562
smsspy,29,201203-201312,29,201312-201403,0.8252893028506915,2914,629,10
hiddad,60,201511-201611,39,201611-201708,0.4984278324373669,1765,8094,3149
triada,301,201501-201604,140,201604-201704,0.39562717934219205,1730,8881,2468
mecor,128,201309-201406,914,201406-201409,0.1319763624425476,0,1523,201
skymobi,88,201305-201405,97,201405-201408,0.3059395801331285,1238,6574,1152
dnotua,55,201209-201706,188,201706-201809,0.4268464795358319,3041,9713,2403
fusob,1254,201504-201601,49,201601-201810,0.463680387409201,310,516,73
youmi,228,201202-201211,180,201211-201302,0.4576719576719577,3529,6677,1142
fakeinst,123,201201-201207,122,201207-201301,6.673469387755102,2,194,1306
smspay,299,201202-201402,338,201402-201411,0.8879766055561804,491,8400,7404
artemis,53,201201-201304,181,201304-201401,0.5471264367816092,1307,5218,2263
airpush,1041,201201-201301,631,201301-201304,0.3056071871127633,2622,10290,1324
secapk,68,201309-201403,73,201403-201406,0.8572469045884924,838,535,339
hiddenapp,51,201407-201601,290,201601-201607,0.2508210679965941,1526,6695,536
waps,62,201201-201301,149,201301-201310,0.5589618815896188,790,5375,2656
kuguo,129,201202-201211,176,201211-201302,0.3845573819936661,718,5913,1832
plankton,37,201201-201207,82,201207-201210,1.05537072243346,291,3917,4150
lotoor,71,201201-201210,102,201210-201301,0.5617518248175183,809,2616,1115
smsreg,1295,201202-201405,2000,201405-201502,0.3175477669675302,1530,15532,3888
shedun,211,201406-201703,2683,201703-201809,0.40824875140969874,1334,4873,1200
opfake,84,201201-201210,168,201210-201301,0.32706766917293234,106,426,68
boxer,1448,201201-201207,245,201207-201210,3.3118279569892475,7,179,609
wapsx,57,201202-201302,78,201302-201308,0.5248923341946597,895,4910,2152
utchi,50,201211-201311,317,201311-201402,0.07065868263473053,1,834,58
adwo,198,201201-201210,738,201210-201301,0.45190380761523047,2888,7092,1622
appquanta,118,201310-201401,98,201401-201404,1.4305555555555556,0,1008,1442
hiddenads,42,201408-201502,55,201502-201505,1.0126223596084492,334,3548,3597
smforw,36,201305-201311,32,201311-201405,0.8180839612486545,21,1837,1499
admogo,423,201202-201402,52,201402-201408,0.3819421533047399,1514,7579,1959
